URL,Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Name,Elementary School Score (out of 10),Middle School Name,Middle School Score (out of 10),High School Name,High School Score (out of 10),Address,Price,Beds,Baths,Sq Ft,Est. Monthly Payment,Time on Redfin,Year Built,Property Type,Style,HOA,Lot Size,Garage Spaces,Floor Type,Heat Type,Cool Type,Tax Amount,Zip Code,Noise Level,Flood Factor,Fire Factor,Heat Factor,Wind Factor
https://www.redfin.com/NV/Las-Vegas/10812-Black-Ledge-Ave-89134/home/29106847,10,0,21,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"10812 Black Ledge Ave,Las Vegas,NV89134",449900,2,2,1374,"$3,027 ",3 days,1995,"Residential, Single Family Residence",One Story,$168 ,"5,663",2,"Ceramic Tile, Laminate, Tile","Central, Gas, High Efficiency","Central Air, Electric, High Efficiency",1987,89134,Medium,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1320-Rainbow-Meadows-Dr-89128/home/29197645,48,40,43,Edythe & Lloyd Katz Elementary School,4,Ernest Becker Middle School,7,Cimarron Memorial High School,3,"1320 Rainbow Meadows Dr,Las Vegas,NV89128",382000,3,2,1143,"$2,428 ",3 days,1994,"Residential, Single Family Residence",One Story,0,"6,098",2,"Carpet, Linoleum, Vinyl","Central, Electric, Gas","Central Air, Gas",1688,89128,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9081-Herrera-Ave-89129/home/28987186,0,0,27,Dean Lamar Allen Elementary School,6,Justice Myron E Leavitt Middle School,5,Centennial High School,5,"9081 Herrera Ave,Las Vegas,NV89129",950000,4,2.5,3293,"$6,188 ",4 days,2004,"Residential, Single Family Residence",One Story,$135 ,14374.8,2,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric, 2 Units",4377,89129,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/600-N-Carriage-Hill-Dr-89138/unit-1099/home/181147792,4,0,39,Billy And Rosemary Vassiliadis Elementary School,10,Sig Rogich Middle School,8,Palo Verde High School,6,"600 N Carriage Hill Dr #1099,Las Vegas,NV89138",545000,3,3,1640,"$3,829 ",4 days,2022,"Residential, Townhouse",Two Story,$220 ,"9,583",2,Ceramic Tile,"Central, Electric, Gas, High Efficiency","Central Air, Electric",4152,89138,Medium,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10512-Jeremy-Ridge-Ave-89144/home/29108434,20,19,27,Ethel W. Staton Elementary School,8,Sig Rogich Middle School,8,Palo Verde High School,6,"10512 Jeremy Ridge Ave,Las Vegas,NV89144",420000,3,2,1144,"$2,755 ",4 days,1997,"Residential, Single Family Residence",One Story,$60 ,"3,920",2,"Carpet, Tile","Central, Gas","Central Air, Electric",2160,89144,Medium,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9781-Free-Rappel-Ave-89166/home/183995676,0,0,22,Indian Springs Elementary School,5,Indian Springs Middle School,6,Indian Springs High School,4,"9781 Free Rappel Ave,Las Vegas,NV89166",591323,5,3.5,3066,"$4,089 ",4 days,2023,"Residential, Single Family Residence",Two Story,$65 ,"5,227",2,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",5800,89166,Medium,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7432-Stoney-Shore-Dr-89128/home/29167077,72,40,47,James B McMillan Elementary School,2,Ernest Becker Middle School,7,Cimarron Memorial High School,3,"7432 Stoney Shore Dr,Las Vegas,NV89128",475000,4,2.5,1641,"$2,994 ",4 days,1994,"Residential, Single Family Residence",Two Story,0,"4,356",2,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",1793,89128,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/North-Las-Vegas/3509-Golden-Sage-Dr-89032/home/29246231,43,38,35,Claude & Stella Parson Elementary School,2,Theron L. Swainston Middle School,3,Cheyenne High School,1,"3509 Golden Sage Dr,North Las Vegas,NV89032",450000,4,2.5,1855,"$2,834 ",4 days,1995,"Residential, Single Family Residence",Two Story,$17 ,"4,356",2,"Carpet, Laminate, Tile","Central, Gas","Central Air, Electric",1467,89032,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8024-Calico-Mesa-St-89166/home/109871631,10,29,24,Kenneth Divich Elementary,8,Edmundo Eddie Escobedo Senior Middle School,3,Arbor View High School,5,"8024 Calico Mesa St,Las Vegas,NV89166",559000,4,2.5,2577,"$3,849 ",4 days,2017,"Residential, Single Family Residence",Two Story,$138 ,"4,792",2,"Carpet, Laminate","Central, Gas","Central Air, Electric",4363,89166,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2108-Sun-Cliffs-St-89134/home/29107718,1,0,35,Ethel W. Staton Elementary School,8,Sig Rogich Middle School,8,Palo Verde High School,6,"2108 Sun Cliffs St,Las Vegas,NV89134",945000,3,2.5,3073,"$6,218 ",4 days,1999,"Residential, Single Family Residence",One Story,$165 ,"8,276",3,Luxury Vinyl Plank,"Central, Gas, Multiple Heating Units","Central Air, Electric, 2 Units",4734,89134,Medium,Minimal,Severe,Major,Minimal
https://www.redfin.com/NV/Las-Vegas/8308-Opal-Cove-Dr-89128/home/29141967,33,35,31,Marc Kahre Elementary School,5,Ernest Becker Middle School,7,Cimarron Memorial High School,3,"8308 Opal Cove Dr,Las Vegas,NV89128",605000,4,3,2419,"$4,140 ",4 days,1990,"Residential, Single Family Residence",Two Story,$170 ,"9,583",3,"Ceramic Tile, Laminate, Tile","Central, Gas","Central Air, Electric, 2 Units",4172,89128,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2409-Floyd-Ct-89134/home/29149081,39,34,38,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"2409 Floyd Ct Ct,Las Vegas,NV89134",493000,2,2,1653,"$3,243 ",5 days,1990,"Residential, Single Family Residence",One Story,$160 ,"10,019",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1576,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5655-Beguiling-Ct-89149/unit-38/home/187530113,46,32,38,Sandra L Thompson Elementary School,7,Edmundo Eddie Escobedo Senior Middle School,3,Arbor View High School,5,"5655 Beguiling Falls St Lot 38,Las Vegas,NV89148",486405,4,3.5,2044,"$3,307 ",5 days,2023,"Residential, Townhouse",Three Story,$145 ,"1,307",2,,"Central, Electric","Central Air, Electric, ENERGY STAR Qualified Equipment",3000,89148,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3948-Total-Eclipse-St-89129/home/55518951,14,0,33,Eileen Conners Elementary School,6,Justice Myron E Leavitt Middle School,5,Centennial High School,5,"3948 Total Eclipse St,Las Vegas,NV89129",475000,3,3,1910,"$3,098 ",5 days,2013,"Residential, Single Family Residence",Three Story,$47 ,"2,178",2,"Carpet, Ceramic Tile, Tile","Central, Electric","Central Air, Electric",2481,89129,Medium,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10625-Skye-Scout-Ave-89166/home/167628946,8,22,22,Kenneth Divich Elementary,8,Edmundo Eddie Escobedo Senior Middle School,3,Arbor View High School,5,"10625 Skye Scout Ave,Las Vegas,NV89166",516000,4,3,2390,"$3,690 ",6 days,2020,"Residential, Single Family Residence",Two Story,$165 ,"6,098",2,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",5224,89166,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9507-Diamond-Bridge-Ave-89166/home/29020464,36,29,33,James Bilbray Elementary School,8,Edmundo Eddie Escobedo Senior Middle School,3,Arbor View High School,5,"9507 Diamond Bridge Ave,Las Vegas,NV89166",365000,3,2.5,1456,"$2,347 ",6 days,2006,"Residential, Single Family Residence",Two Story,$49 ,"2,178",2,"Linoleum, Vinyl","Central, Gas","Central Air, Electric",1345,89166,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9049-Pine-Mission-Ave-89143/home/28998485,21,22,31,James Bilbray Elementary School,8,Ralph Cadwallader Middle School,7,Arbor View High School,5,"9049 Pine Mission Ave,Las Vegas,NV89143",484999,4,3,2816,"$3,190 ",6 days,2004,"Residential, Single Family Residence",Two Story,$60 ,"4,792",3,"Carpet, Tile","Gas, Multiple Heating Units","Central Air, Electric, 2 Units",2715,89143,Low,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6866-Relic-St-89149/home/28971160,51,34,46,Marshall C Darnell Elementary School,6,Edmundo Eddie Escobedo Senior Middle School,3,Centennial High School,5,"6866 Relic St,Las Vegas,NV89149",389900,3,2.5,1522,"$2,505 ",6 days,2003,"Residential, Single Family Residence",Two Story,$55 ,"3,485",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1390,89149,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9113-Spoonbill-Ridge-Pl-89143/home/28983509,12,28,29,James Bilbray Elementary School,8,Ralph Cadwallader Middle School,7,Arbor View High School,5,"9113 Spoonbill Ridge Pl,Las Vegas,NV89143",399000,3,2.5,1476,"$2,589 ",6 days,2004,"Residential, Single Family Residence",Two Story,$45 ,"3,485",2,,Multiple Heating Units,"Central Air, Gas, 2 Units",1859,89143,Low,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6408-Eagle-Point-Rd-89108/home/29131459,29,37,34,R E Tobler Elementary School,5,Irwin & Susan Molasky Junior High School,3,Cheyenne High School,1,"6408 Eagle Point Rd,Las Vegas,NV89108",425000,3,2,1573,"$2,661 ",6 days,1985,"Residential, Single Family Residence",One Story,0,11325.6,2,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",1390,89108,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3805-Twig-Ln-89108/home/29130835,26,34,33,R E Tobler Elementary School,5,Irwin & Susan Molasky Junior High School,3,Cheyenne High School,1,"3805 Twig Ln,Las Vegas,NV89108",352900,2,2,1132,"$2,222 ",7 days,1986,"Residential, Single Family Residence",One Story,$20 ,"5,227",2,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",1063,89108,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10604-Fassbinder-Ct-89129/home/29024824,43,20,52,Eileen Conners Elementary School,6,Justice Myron E Leavitt Middle School,5,Centennial High School,5,"10604 Fassbinder Ct,Las Vegas,NV89129",399000,3,3,1809,"$2,559 ",7 days,2006,"Residential, Single Family Residence",Three Story,$51 ,"1,742",2,"Carpet, Ceramic Tile","Central, Gas, Multiple Heating Units","Central Air, Electric, 2 Units",1421,89129,Medium,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9332-Fresh-Spring-Dr-89134/home/29152409,28,28,31,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"9332 Fresh Spring Dr,Las Vegas,NV89134",415000,2,2,1384,"$2,789 ",7 days,1992,"Residential, Single Family Residence",One Story,$125 ,"8,276",2,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",2146,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2213-Fawn-Ridge-St-89134/home/29109389,11,0,33,Ethel W. Staton Elementary School,8,Sig Rogich Middle School,8,Palo Verde High School,6,"2213 Fawn Ridge St,Las Vegas,NV89134",799000,3,3,2539,"$5,259 ",7 days,1996,"Residential, Single Family Residence",Two Story,$152 ,"10,019",3,"Carpet, Ceramic Tile, Luxury Vinyl Plank, Tile","Central, Gas","Central Air, Electric",3877,89134,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4832-Whispering-Spring-Ave-89131/home/29908981,3,30,26,Howard E Heckethorn Elementary School,8,Anthony Saville Middle School,5,Shadow Ridge High School,5,"4832 Whispering Spring Ave,Las Vegas,NV89131",449900,3,2.5,1684,"$2,928 ",7 days,2002,"Residential, Single Family Residence",Two Story,$90 ,"4,792",2,"Carpet, Ceramic Tile, Laminate","Central, Gas","Central Air, Electric",1732,89131,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3004-Morning-Ridge-Dr-89134/home/29149342,41,34,36,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"3004 Morning Ridge Dr,Las Vegas,NV89134",620000,2,2,1804,"$4,070 ",7 days,1989,"Residential, Single Family Residence",One Story,$165 ,"7,405",2,Laminate,"Central, Gas","Central Air, Electric",2309,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6300-Miraloma-St-89108/home/29140839,29,38,40,Berkeley L Bunker Elementary School,4,J Harold Brinley Middle School,2,Cimarron Memorial High School,3,"6300 Miraloma St,Las Vegas,NV89108",365000,3,2,1184,"$2,257 ",7 days,1978,"Residential, Single Family Residence",One Story,0,"6,970",2,"Linoleum, Vinyl","Central, Electric","Central Air, Electric",863,89108,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8100-Artistic-Heights-Ct-89143/home/29088052,44,26,41,James Bilbray Elementary School,8,Ralph Cadwallader Middle School,7,Arbor View High School,5,"8100 Artistic Heights Ct,Las Vegas,NV89143",589999,3,2.5,1781,"$3,757 ",7 days,2001,"Residential, Single Family Residence",Two Story,$59 ,"5,227",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1987,89143,Low,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1020-Eaglewood-Dr-89144/home/29113367,20,0,27,Ethel W. Staton Elementary School,8,Sig Rogich Middle School,8,Palo Verde High School,6,"1020 Eaglewood Dr,Las Vegas,NV89144",800000,5,3,3017,"$5,315 ",7 days,2001,"Residential, Single Family Residence",Two Story,$177 ,"5,227",3,"Carpet, Laminate, Tile","Central, Gas, Multiple Heating Units","Central Air, Electric, High Efficiency, 2 Units",4179,89144,Medium,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8213-Jo-Marcy-Dr-89131/home/29856153,38,27,34,James Bilbray Elementary School,8,Ralph Cadwallader Middle School,7,Arbor View High School,5,"8213 Jo Marcy Dr,Las Vegas,NV89131",500000,3,2.5,2214,"$3,225 ",7 days,2001,"Residential, Single Family Residence",One Story,$65 ,"6,098",3,"Carpet, Hardwood, Tile","Central, Gas","Central Air, Electric",1991,89131,Medium,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1908-Vero-Dr-89134/home/29160458,23,37,40,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"1908 Vero Dr,Las Vegas,NV89134",949000,5,3.5,3946,"$6,379 ",7 days,1995,"Residential, Single Family Residence",Two Story,$340 ,"8,712",3,"Carpet, Ceramic Tile, Tile","Central, Gas","Central Air, Electric, 2 Units",4275,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7800-Paper-Flower-Ct-89128/home/29166539,66,39,57,Richard H Bryan Elementary School,6,Ernest Becker Middle School,7,Cimarron Memorial High School,3,"7800 Paper Flower Ct,Las Vegas,NV89128",449999,2,2,1548,"$2,968 ",7 days,1993,"Residential, Single Family Residence",One Story,$50 ,"6,098",2,"Ceramic Tile, Tile","Central, Gas","Central Air, Electric, 2 Units",2680,89128,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2048-Wandering-Doe-Ln-89134/home/29109489,14,0,33,Ethel W. Staton Elementary School,8,Sig Rogich Middle School,8,Palo Verde High School,6,"2048 Wandering Doe Ln,Las Vegas,NV89134",459999,3,2.5,1588,"$3,070 ",7 days,1997,"Residential, Single Family Residence",Two Story,$131 ,"3,920",2,Laminate,"Central, Gas","Central Air, Electric",2216,89134,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8800-Sundial-Dr-89134/home/29150589,40,36,34,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"8800 Sundial Dr,Las Vegas,NV89134",600000,2,2,1653,"$3,941 ",7 days,1990,"Residential, Single Family Residence",One Story,$165 ,11761.2,2,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",2197,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5418-Basset-Hound-Ave-89131/home/29855243,5,28,29,Howard E Heckethorn Elementary School,8,Anthony Saville Middle School,5,Shadow Ridge High School,5,"5418 Basset Hound Ave,Las Vegas,NV89131",479900,3,2,1934,"$3,177 ",7 days,2003,"Residential, Single Family Residence",One Story,$64 ,"6,534",3,Tile,"Central, Gas","Central Air, Electric",2872,89131,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8133-Starling-View-Ct-89166/home/28983276,23,29,26,James Bilbray Elementary School,8,Edmundo Eddie Escobedo Senior Middle School,3,Arbor View High School,5,"8133 Starling View Ct,Las Vegas,NV89166",390000,3,2.5,1522,"$2,556 ",7 days,2004,"Residential, Single Family Residence",Two Story,$87 ,"4,356",2,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",1609,89166,Medium,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6640-Crosstimber-Ct-89108/home/29131436,14,33,31,R E Tobler Elementary School,5,Irwin & Susan Molasky Junior High School,3,Cheyenne High School,1,"6640 Crosstimber Ct,Las Vegas,NV89108",399900,3,2.5,1513,"$2,529 ",7 days,1985,"Residential, Single Family Residence",Two Story,$23 ,"3,920",2,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",1337,89108,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6713-Silver-Spoon-Dr-89108/home/29138096,69,38,53,Berkeley L Bunker Elementary School,4,Irwin & Susan Molasky Junior High School,3,Cimarron Memorial High School,3,"6713 Silver Spoon Dr,Las Vegas,NV89108",345000,2,2,1122,"$2,177 ",7 days,1990,"Residential, Single Family Residence",One Story,$10 ,"4,356",2,"Carpet, Hardwood, Linoleum, Vinyl","Central, Gas","Central Air, Electric",1217,89108,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5013-Pacific-Grove-Dr-89130/home/29102568,19,28,43,Ernest J. May Elementary School,7,Theron L. Swainston Middle School,3,Shadow Ridge High School,5,"5013 Pacific Grove Dr,Las Vegas,NV89130",469998,2,2,1511,"$3,170 ",7 days,1986,"Residential, Single Family Residence",One Story,$202 ,"7,405",2,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",1845,89130,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3013-Sungold-Dr-89134/home/29148942,37,33,35,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"3013 Sungold Dr,Las Vegas,NV89134",468888,2,2,1392,"$3,157 ",7 days,1989,"Residential, Single Family Residence",One Story,$165 ,"6,970",2,"Carpet, Tile","Central, Gas","Central Air, Electric",2210,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10636-Clarion-Ln-89134/home/29108870,7,0,18,Ethel W. Staton Elementary School,8,Sig Rogich Middle School,8,Palo Verde High School,6,"10636 Clarion Ln,Las Vegas,NV89134",579000,2,2,1713,"$3,858 ",7 days,1997,"Residential, Single Family Residence",One Story,$173 ,"7,841",2,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",2619,89134,Medium,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7641-Highland-Pony-St-89149/home/29023453,11,30,28,Sandra L Thompson Elementary School,7,Edmundo Eddie Escobedo Senior Middle School,3,Arbor View High School,5,"7641 Highland Pony St,Las Vegas,NV89149",400000,3,2.5,1544,"$2,592 ",7 days,2005,"Residential, Single Family Residence",Two Story,$60 ,"3,485",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1642,89149,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6729-Pleasant-Flower-St-89149/home/113140968,28,28,33,Marshall C Darnell Elementary School,6,Edmundo Eddie Escobedo Senior Middle School,3,Centennial High School,5,"6729 Pleasant Flower St,Las Vegas,NV89149",449999,4,2.5,1819,"$3,036 ",8 days,2016,"Residential, Single Family Residence",Two Story,$36 ,"4,792",2,"Carpet, Tile","Central, Gas","Central Air, Electric",3670,89149,Medium,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10179-Abseil-St-89166/home/183995463,0,0,22,Indian Springs Elementary School,5,Indian Springs Middle School,6,Indian Springs High School,4,"10179 Abseil St,Las Vegas,NV89166",468174,3,2,1634,"$3,252 ",8 days,2023,"Residential, Single Family Residence",One Story,$65 ,"4,356",2,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",4600,89166,Medium,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3401-Conan-St-89129/unit-103/home/29121601,10,28,27,Edith Garehime Elementary School,6,Justice Myron E Leavitt Middle School,5,Centennial High School,5,"3401 Conan St #103,Las Vegas,NV89129",334900,2,2,1225,"$2,370 ",8 days,1997,"Residential, Townhouse",One Story,$275 ,"2,000",2,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",1082,89129,Medium,Minimal,Major,Severe,Minimal
